plan_type,billing_cycle,industry,region,monthly_fee,num_seats,tenure_months,support_tickets_last_90d,days_since_last_login,feature_adoption_score,nps_score,late_payments_last_12m,churn
growth,annual,fintech,europe,733.16,102,82,4,6,0.6409080744107809,25.694374540917632,0,0
enterprise,monthly,healthcare,north_america,2708.29,340,10,3,9,0.5832488953400483,17.166353809206058,2,1
growth,monthly,logistics,latam,1601.79,230,16,4,6,0.6073201220712766,25.535947797285715,0,0
starter,monthly,retail,north_america,1327.13,252,36,4,19,0.8362840787323552,63.96991703265459,0,0
starter,annual,fintech,latam,1557.08,381,76,2,18,0.8096535776907408,51.8235609669367,0,1
enterprise,annual,edtech,latam,1354.42,74,48,1,3,0.6863922401885256,19.359882851153944,1,0
enterprise,annual,retail,north_america,1746.28,183,38,4,29,0.4588656054570532,39.27409563618864,0,0
growth,annual,logistics,europe,1009.91,132,77,2,21,0.5207755236323907,57.45011799293319,2,0
growth,monthly,edtech,north_america,809.15,251,56,1,17,0.757384735197509,36.33826808371709,2,0
growth,monthly,fintech,europe,717.47,73,82,8,10,0.8542519432778205,30.89740892974237,1,1
starter,monthly,healthcare,north_america,324.31,56,72,2,17,0.39073009616874155,-22.167166214487118,1,0
starter,monthly,healthcare,latam,1586.99,314,83,4,7,0.8949549628639143,57.89822777355806,1,0
starter,annual,edtech,north_america,186.04,28,47,3,40,0.4796458093114402,3.320369544641469,0,0
starter,annual,retail,latam,614.38,189,32,4,23,0.7403819698868923,-16.897154105891843,0,0
growth,monthly,edtech,north_america,2731.57,443,6,4,39,1.0,-15.303180739196776,2,1
starter,annual,retail,latam,1831.44,449,61,5,38,0.3338528469618522,7.477414590732387,2,1
starter,annual,healthcare,north_america,446.8,82,23,1,21,0.7109367381765175,39.663187838210675,1,1
growth,monthly,fintech,north_america,2521.07,417,1,1,17,0.5634889684042169,55.855223573735366,1,1
starter,monthly,healthcare,europe,615.65,152,67,2,32,0.7005036769661075,36.19976586606607,2,0
starter,monthly,retail,latam,265.4,91,36,2,17,0.5085848218345981,69.6523090187041,1,0
growth,monthly,retail,latam,917.51,228,46,2,20,0.1736964585311492,18.32455665705433,0,1
starter,monthly,logistics,latam,981.54,221,66,5,18,0.4843134603747751,22.43027839510469,2,0
growth,monthly,healthcare,north_america,1122.82,170,28,6,27,0.6824606530758287,-16.802236131844428,0,1
enterprise,monthly,edtech,europe,1880.15,193,68,2,2,0.8628587667539382,14.18068219683763,1,0
starter,monthly,fintech,north_america,286.03,46,49,4,12,0.6929970651620369,-21.008654669196705,2,0
enterprise,annual,edtech,europe,1707.14,120,48,4,30,0.8850963129588525,-4.201359271864391,0,0
enterprise,annual,fintech,europe,1351.7,91,23,3,22,0.5311813461197256,43.122954802940356,2,0
growth,monthly,edtech,north_america,1774.44,419,66,2,31,0.5165388366018202,-12.489795694739273,2,1
growth,monthly,fintech,north_america,1465.86,223,21,5,28,0.6817539263388463,-10.116627114306784,3,1
growth,monthly,healthcare,latam,778.46,247,52,3,14,0.5524989398035192,-14.187352746286537,2,0
growth,monthly,retail,europe,1184.57,199,69,5,19,0.8220508651622507,46.63284113479932,2,0
growth,monthly,retail,north_america,1823.99,398,10,1,3,0.36699409169266534,67.33366835864352,0,0
starter,monthly,retail,north_america,1670.35,359,34,2,34,0.7752857750839931,26.20638668337981,0,1
enterprise,monthly,healthcare,north_america,2775.28,311,57,2,19,0.8374449474695439,50.629235831507295,1,1
growth,annual,logistics,europe,1066.57,142,23,4,12,0.6857158518237131,0.06241533339257366,1,0
growth,monthly,healthcare,latam,1019.71,140,3,2,24,0.7842904072904168,57.517428903421774,0,1
starter,annual,retail,north_america,1465.6,423,34,2,0,0.5031455098537736,10.823611876650663,5,0
starter,monthly,logistics,latam,1023.75,418,42,3,18,0.4703452383254512,44.02189155712695,1,1
growth,monthly,edtech,europe,913.3,129,77,2,41,0.6833959720286831,27.346654192616064,0,0
growth,annual,healthcare,europe,1039.71,153,68,5,17,0.4899995745789405,-18.031266493785466,3,0
starter,monthly,retail,north_america,415.33,151,16,2,16,0.674092039652836,6.756177010066421,2,1
starter,annual,fintech,north_america,1674.54,353,23,3,20,0.6742877095811908,32.106297141516926,3,0
starter,annual,retail,north_america,2005.24,427,16,0,11,0.6078667052744602,-16.391574133170426,1,0
growth,monthly,retail,latam,1812.88,399,76,5,9,0.6708137498037122,35.11732395341973,2,0
starter,monthly,edtech,north_america,1960.59,378,30,5,21,0.7342450136806064,-5.9905388830901245,0,1
enterprise,monthly,logistics,north_america,2007.21,158,74,4,29,0.6019952663428515,40.97505559015312,0,0
starter,monthly,healthcare,europe,417.75,144,6,1,11,0.534163879979012,-4.65435441749405,0,0
starter,monthly,fintech,latam,980.32,400,47,5,9,0.7680788636843692,38.63637753683527,1,1
starter,monthly,retail,north_america,433.81,179,7,2,32,0.6691894763181033,47.59858640459595,1,1
growth,annual,retail,north_america,861.87,99,47,3,22,0.7011936342498523,23.96642682836031,0,0
growth,annual,retail,north_america,1166.93,379,1,4,13,0.7248642039848812,26.07688875484719,1,1
growth,monthly,edtech,north_america,1138.85,217,13,3,38,0.646738930295674,63.65303144319578,1,1
enterprise,monthly,retail,north_america,1276.72,41,13,3,44,0.5580444269782128,9.202901887592304,1,0
starter,annual,logistics,north_america,1657.09,403,59,7,38,0.5089689820238976,15.178144415261588,2,1
growth,annual,retail,north_america,776.79,134,54,1,12,0.6040791009344437,43.37568393034888,3,0
starter,monthly,fintech,europe,441.93,141,47,0,43,0.7067153621296883,38.135603547668815,0,0
starter,monthly,healthcare,europe,1112.34,240,17,4,16,0.715113976723808,22.17209286330514,1,1
growth,annual,retail,north_america,764.54,123,23,1,3,0.6459025172361846,-1.1606279295444484,6,0
starter,annual,healthcare,latam,1388.25,373,32,0,24,0.6833944855793532,51.36705696276111,0,0
growth,annual,healthcare,north_america,2024.5,312,82,2,43,0.4211650246853255,-1.7168420683418493,0,0
growth,monthly,healthcare,europe,1052.58,255,59,0,0,0.5364055162773482,82.67694997802431,1,1
growth,monthly,edtech,europe,852.31,92,3,4,0,0.7407628488798805,-0.6928414939784133,3,1
growth,monthly,logistics,latam,1421.89,221,3,4,0,0.4699791214086904,1.474254644688843,2,1
growth,monthly,retail,latam,614.74,124,29,3,37,0.6454299708582536,36.20185209978818,3,1
starter,annual,healthcare,north_america,1358.09,433,18,1,10,0.6292818641604453,41.1788899621272,1,0
starter,monthly,retail,north_america,1083.47,357,34,6,22,0.5995039054244666,4.624923035550697,3,1
starter,annual,retail,latam,342.29,55,83,2,3,0.7421827640608939,68.61828184574055,2,0
growth,annual,logistics,north_america,961.63,239,17,2,42,0.6608939739029972,35.91352168286115,1,0
enterprise,annual,retail,latam,2119.0,351,50,2,34,0.4044558389660612,22.050249449518248,1,0
starter,annual,edtech,latam,1147.94,236,41,2,25,0.7129082714039483,37.264083956241564,1,1
growth,annual,logistics,north_america,620.53,59,55,3,39,0.528720329813928,57.05623749404861,1,1
growth,monthly,edtech,latam,637.55,65,46,0,9,0.37450150163972373,66.62150650807651,1,1
growth,monthly,healthcare,europe,1498.85,330,43,2,18,0.7536059661730055,32.62872754314667,1,0
growth,monthly,retail,latam,1409.59,237,23,3,43,0.40654871720267854,-2.5779588092637624,2,1
growth,annual,retail,latam,1295.73,245,81,3,23,0.5561575853861034,-2.203920410900256,3,1
growth,annual,retail,europe,955.35,123,23,2,13,0.6728303104325365,-5.958130114100447,0,0
enterprise,monthly,logistics,north_america,1723.78,121,12,2,27,0.606805384265588,12.579976666894211,1,0
starter,monthly,healthcare,latam,830.18,185,8,3,42,0.5076287990282505,28.90688098299038,0,1
enterprise,monthly,retail,north_america,2174.04,245,6,2,4,0.4411300366788888,33.13451130476235,0,0
starter,monthly,fintech,north_america,665.42,212,30,1,44,0.48318523769573274,55.04006415789928,1,1
growth,annual,fintech,europe,1880.19,396,68,2,21,0.4260608299993141,-21.76020755721668,0,0
starter,monthly,retail,north_america,568.83,87,13,6,4,0.59723214204653,27.74176583652067,1,0
starter,annual,edtech,north_america,1230.02,214,1,6,43,0.5218338878782806,39.059457684234495,0,1
starter,monthly,edtech,north_america,313.16,108,44,1,25,0.3718236395530931,-39.39192211954463,2,1
starter,monthly,healthcare,europe,114.38,5,47,2,9,0.5679407358540726,38.88517336710752,1,1
starter,monthly,fintech,europe,551.91,188,47,3,8,0.5042206316387512,93.52198248392264,1,0
starter,annual,retail,north_america,227.49,28,1,2,3,0.6682591432309616,46.56068157260761,1,0
growth,monthly,retail,latam,981.15,169,17,4,23,0.6851804490599398,35.38924222093792,1,1
starter,monthly,edtech,north_america,1537.84,285,29,4,12,0.8615539870515582,21.43359166600601,1,1
growth,monthly,edtech,latam,691.32,170,62,3,14,0.7366006348380914,33.58700071829758,1,0
enterprise,annual,logistics,latam,2419.19,306,55,3,24,0.4241150385062333,64.8911560927423,0,1
growth,annual,edtech,north_america,809.75,134,68,5,43,0.22884791985453837,19.67814492610677,1,1
starter,annual,retail,latam,798.57,182,46,2,39,0.3466258261915216,56.64588354249355,4,1
starter,monthly,edtech,europe,1976.55,394,34,6,4,0.5295441618550963,39.13897628422555,2,0
enterprise,annual,edtech,north_america,1741.64,111,47,2,15,0.33056592164414655,67.03815840951108,1,0
starter,monthly,logistics,north_america,438.14,226,32,4,9,0.5090985095120778,54.13718178494914,1,0
starter,annual,retail,europe,1687.62,323,14,2,15,0.6258065007141694,32.54889381015091,1,0
enterprise,monthly,edtech,north_america,2089.15,164,48,4,40,0.5186280373818875,31.00157114395924,0,1
enterprise,monthly,retail,latam,1829.98,138,25,1,15,0.6701745069855115,20.481471852787795,1,1
starter,annual,edtech,latam,816.65,314,22,4,29,0.5104694096666071,51.446074680273114,0,1
growth,annual,logistics,north_america,445.74,36,59,2,37,0.48284775876279146,13.83498049160347,2,0
growth,monthly,logistics,north_america,578.24,121,6,3,12,0.9274413844884656,30.729909169219646,0,0
growth,monthly,fintech,north_america,1363.87,186,2,0,21,0.6140539563463413,23.357975901511647,3,1
starter,annual,healthcare,north_america,414.76,100,30,5,36,0.64016307039761,-4.18939785651034,0,0
starter,annual,edtech,latam,1340.78,243,50,2,14,0.7719637503547027,33.28979937896264,1,0
growth,annual,edtech,europe,1626.63,279,70,2,30,0.7778691016345096,-8.608191865708811,1,1
starter,monthly,logistics,north_america,1365.45,434,43,6,7,0.5541066558475864,17.243124546179658,2,0
growth,monthly,healthcare,latam,1036.46,271,22,4,41,0.8082728275785604,44.01141644506866,0,0
starter,annual,logistics,north_america,985.86,267,29,2,5,0.5392032068152953,32.05374810444911,0,0
enterprise,annual,edtech,north_america,2128.15,327,32,4,31,0.8029240929910771,31.67085297522922,0,0
growth,annual,healthcare,latam,706.77,96,28,2,43,0.3979137681477036,7.246797473812085,0,1
growth,annual,fintech,north_america,693.72,213,56,1,6,0.564786835391063,53.17281879632684,0,0
growth,monthly,edtech,latam,1842.24,374,67,5,21,0.6600678367913193,6.732315507133268,0,1
starter,monthly,fintech,north_america,508.04,81,59,0,42,0.6849427443530854,44.95251059475521,0,1
growth,annual,edtech,latam,668.16,133,32,4,3,0.4681510098991529,59.17260450688757,3,0
starter,monthly,retail,europe,389.42,101,24,3,13,0.32322317514578824,-8.733170395574563,1,1
enterprise,annual,retail,north_america,3419.02,431,7,4,40,0.7028554064386975,18.24445876186065,1,0
growth,annual,healthcare,europe,1039.18,161,67,6,6,0.5827942016336379,16.03805169612538,1,0
enterprise,annual,logistics,north_america,1430.04,148,80,0,42,0.5496650103774612,34.54938845068749,1,0
enterprise,monthly,edtech,north_america,2353.27,367,5,4,33,0.9177924221510181,5.357584323815654,0,0
enterprise,annual,edtech,north_america,2011.99,409,11,5,10,0.5672579837192984,0.03000912016860724,1,0
starter,monthly,edtech,europe,111.21,5,18,3,9,0.5269527896130268,26.71378285589928,3,1
enterprise,monthly,retail,latam,3005.31,395,67,1,14,0.29597638985690555,14.533025442218982,1,0
growth,monthly,logistics,europe,939.11,319,18,2,23,0.4250958146429133,24.496961641070897,1,1
starter,monthly,retail,latam,1199.2,389,2,2,43,0.7776474154939077,49.42475194998605,0,1
growth,annual,retail,north_america,436.56,41,28,3,35,0.4894235131020416,-10.817528968561849,3,1
starter,annual,healthcare,europe,190.5,20,31,3,0,0.7331316646974378,25.269464615005603,0,0
starter,monthly,healthcare,europe,566.16,153,33,2,26,0.38734959899767496,13.81667050512123,2,1
starter,annual,edtech,europe,1408.67,382,43,5,14,0.46354459427613454,28.56787818082856,1,1
starter,monthly,healthcare,latam,558.67,225,21,2,23,0.45895187722652464,13.911806257094277,0,0
growth,annual,edtech,europe,2016.46,325,3,3,19,0.705817449733578,-0.32438443084591206,2,1
enterprise,annual,logistics,north_america,1757.0,112,9,2,26,0.5818563741018832,37.4333744319705,0,0
growth,monthly,retail,europe,1056.69,152,61,4,34,0.4200857285977603,94.51445665494934,0,0
growth,monthly,fintech,europe,2255.4,395,55,4,10,0.7486069456306437,25.585962435746143,1,0
starter,monthly,edtech,latam,1316.1,222,22,3,16,0.7089737340522289,10.572735631866532,1,0
growth,monthly,fintech,north_america,1632.38,351,79,1,2,0.6812776575796049,10.499611261370605,1,0
starter,annual,edtech,north_america,1535.87,289,45,3,15,0.673143813857547,50.43309682812832,1,1
growth,monthly,retail,europe,754.54,81,67,1,44,0.466286239248782,6.952969678526877,2,1
starter,monthly,retail,europe,1548.99,424,66,1,32,0.8465443478591784,59.191108223566324,3,0
growth,monthly,retail,latam,1286.78,425,25,3,30,0.601813087003365,-11.283240407095425,2,0
growth,annual,retail,europe,1672.73,351,50,3,38,0.6682415030162844,32.61585143294515,3,0
growth,monthly,healthcare,latam,1332.63,212,50,7,25,0.6889253680849875,43.92047848651724,0,1
enterprise,annual,healthcare,europe,2011.87,194,38,6,4,0.4499179569459094,46.29878575249857,3,1
starter,annual,retail,north_america,693.1,136,53,5,29,0.9613504470676802,44.614605647276306,0,1
enterprise,monthly,logistics,north_america,1855.5,291,28,2,6,0.6151281557151151,34.384608130294616,1,0
growth,monthly,fintech,latam,619.41,141,9,6,8,0.6260113656039044,55.686074815188945,0,1
growth,monthly,healthcare,north_america,583.72,86,4,4,29,0.545746746948314,4.216749325091656,1,1
growth,monthly,healthcare,north_america,459.05,30,38,1,41,0.8269950691671756,12.540757488792085,2,0
growth,annual,retail,europe,801.84,192,76,8,14,0.8345907759361645,18.32697283491629,2,0
enterprise,annual,fintech,north_america,2033.05,367,18,1,13,0.6484928351761864,63.604388943314966,1,0
starter,monthly,edtech,latam,2036.15,356,50,1,30,0.3561512782645204,39.188762344095394,2,1
growth,monthly,fintech,north_america,2076.44,382,14,5,14,0.5903967031886372,44.366340157145174,2,0
growth,monthly,edtech,europe,1154.45,274,53,1,7,0.6083017350858371,23.70171870886806,1,0
growth,monthly,healthcare,north_america,1125.63,390,16,6,10,0.5387038473673562,47.60338033022578,0,1
enterprise,annual,retail,latam,1942.08,353,37,1,36,0.4430005123591636,-9.248296125493882,2,1
starter,annual,healthcare,latam,1219.65,363,68,5,27,0.3402370974184833,18.186199434627188,2,1
growth,annual,edtech,north_america,888.05,230,31,4,14,0.8848056927200714,22.782774446273436,1,1
starter,monthly,logistics,north_america,164.41,41,78,1,44,0.7534874320136861,16.616281446112595,2,1
starter,monthly,healthcare,north_america,912.52,172,4,3,15,0.626201166672736,20.289568871640054,2,0
growth,monthly,logistics,north_america,1317.39,381,7,4,30,0.5030408609584016,41.12456318776138,0,1
starter,annual,healthcare,north_america,1749.85,334,15,2,8,0.6848198392712634,33.720639237675776,0,0
starter,annual,retail,north_america,141.11,8,21,5,42,0.6567434965846337,56.6482714741595,1,0
starter,annual,edtech,latam,250.16,44,36,5,9,0.5477928766251549,-22.070693866352144,0,0
growth,monthly,healthcare,north_america,1094.45,297,76,4,19,0.6901437938886582,63.717966974391246,2,0
growth,monthly,retail,north_america,2137.89,440,21,1,26,0.7122292575119558,12.406730525936707,0,0
enterprise,annual,fintech,north_america,2942.24,329,30,6,23,0.7437241232352565,59.58345876674972,1,1
starter,monthly,edtech,latam,2020.45,426,4,4,26,0.4601354508851043,17.97900669627304,0,1
growth,annual,retail,latam,416.68,32,60,4,34,0.6976266015037745,36.86855078642877,4,0
growth,monthly,logistics,latam,2247.5,396,46,2,37,0.8319625500525855,2.1565093735450453,1,1
growth,annual,healthcare,latam,574.16,60,4,4,15,0.6733463364569894,-1.1872139592970132,0,0
starter,monthly,logistics,latam,1424.41,398,39,4,28,1.0,41.94711682261255,0,0
starter,annual,fintech,north_america,1075.08,438,19,3,25,0.587529092953458,-35.93730889547172,3,1
growth,monthly,retail,north_america,1194.2,231,35,5,19,0.31080996848795667,-1.16418481498925,0,1
growth,monthly,healthcare,latam,1422.68,241,24,1,22,0.46719891942064534,46.40044099398724,1,1
growth,monthly,healthcare,north_america,1026.89,225,66,1,36,0.49952551591368016,18.05502131953844,0,0
growth,monthly,fintech,europe,1676.97,250,5,3,30,0.7205443871098107,6.827207260802245,1,0
growth,annual,edtech,latam,1152.68,369,50,2,0,0.7697296822189486,64.54714556186028,2,0
growth,annual,healthcare,latam,552.05,128,66,3,2,0.6444987424740929,72.9850930917378,2,0
starter,annual,retail,latam,554.2,129,1,2,31,0.6726671556000995,28.010023010692176,1,0
growth,annual,logistics,europe,1298.85,435,76,5,23,0.9647135723210266,58.56969942820439,2,0
enterprise,annual,healthcare,north_america,2754.0,382,64,1,24,0.4704040834889113,64.40887541686911,0,0
starter,monthly,fintech,north_america,888.03,244,24,2,38,0.6068827293665824,27.608436291096716,2,1
growth,annual,fintech,europe,638.27,92,41,2,9,0.5385641223390499,15.706876129090919,1,0
starter,monthly,fintech,latam,1526.32,430,57,2,11,0.4087034407955227,30.129248680758078,1,0
growth,annual,retail,north_america,1132.84,395,43,3,28,0.255513883861796,-6.9080232569774775,1,1
starter,monthly,edtech,north_america,486.22,149,63,1,35,0.8533723804932667,41.630703176063676,0,1
growth,annual,healthcare,north_america,1151.95,244,74,3,44,0.4824441079514109,20.09329932775823,2,0
starter,monthly,fintech,europe,964.82,190,30,5,41,0.5749291682486768,29.35559227106384,1,1
growth,monthly,edtech,north_america,2258.63,379,10,2,15,0.6975064541393414,29.008210944810145,2,0
enterprise,monthly,healthcare,north_america,2001.44,310,36,2,8,0.40580117293270984,7.659449116235642,0,1
starter,monthly,retail,north_america,573.74,223,50,5,28,0.4698054346949081,27.140329215040307,1,1
enterprise,monthly,logistics,europe,2488.48,435,65,1,8,0.616085828556745,-4.625455731217452,0,0
enterprise,monthly,healthcare,latam,2014.82,274,24,5,19,0.5411093900070474,16.42331465493579,0,1
enterprise,monthly,retail,latam,1925.66,219,78,6,13,0.39033870263651027,1.280313914736638,1,0
starter,monthly,edtech,europe,1745.49,417,4,4,17,0.729293549095415,6.960695958679046,0,0
growth,monthly,edtech,north_america,1000.1,204,49,1,39,0.536437651907979,-26.182066507287015,0,1
starter,annual,edtech,europe,574.52,189,37,2,13,0.6446150561986266,17.69788861374937,3,0
starter,monthly,edtech,latam,420.09,176,58,1,38,0.630247889073036,39.65299659236557,0,1
enterprise,monthly,retail,latam,1676.15,101,24,2,10,0.7945303828696791,32.267053622097755,0,0
growth,monthly,retail,europe,914.87,127,78,5,13,0.6835523674628642,54.013657690649985,1,0
growth,monthly,edtech,europe,560.64,43,1,4,10,0.4647324341870211,5.135137555717962,2,0
starter,monthly,edtech,north_america,839.24,328,68,6,33,0.8291970868345804,16.511308966344313,1,0
growth,annual,edtech,north_america,1652.46,266,41,4,34,0.5348095227718495,50.01138443292805,1,1
growth,monthly,retail,europe,2491.71,419,43,4,1,0.47350559370506784,25.921803754844266,0,0
growth,monthly,logistics,north_america,1696.3,276,26,2,14,0.4468356920207078,32.43999874797635,0,0
enterprise,monthly,healthcare,latam,1262.83,38,33,2,42,0.1981691069195714,78.74032630824291,3,1
starter,monthly,fintech,north_america,906.79,280,37,2,23,0.5104741536172251,21.899059964827774,1,1
starter,monthly,healthcare,europe,533.99,81,26,3,7,0.6913984948803605,16.380623860074664,1,0
growth,annual,healthcare,latam,418.44,19,1,5,9,0.3748638134632222,4.16861794915337,2,1
enterprise,monthly,edtech,europe,2568.87,299,34,4,20,0.927548210376945,21.058889638618357,1,0
starter,annual,healthcare,latam,140.04,15,34,3,9,0.21667840657905624,52.5224506634172,1,1
starter,monthly,edtech,europe,707.42,185,60,6,19,0.4790250271570426,41.765874266908966,3,1
starter,monthly,retail,latam,1321.39,403,40,3,26,0.35224266066112525,62.38177177150158,4,1
enterprise,monthly,fintech,latam,1748.19,117,46,4,20,0.7852531676160895,36.66022211911643,2,0
starter,monthly,healthcare,latam,755.48,313,39,3,26,0.7374492413251598,-25.780001549777285,3,1
growth,monthly,retail,latam,920.17,171,36,6,2,0.5721129850783749,43.09802306822823,2,0
enterprise,annual,edtech,latam,1467.57,53,60,2,22,0.36408035719446147,30.502124822166408,5,0
starter,annual,retail,north_america,550.1,91,57,5,2,0.40427659717152487,28.041055044266184,0,0
growth,monthly,healthcare,north_america,520.31,36,83,4,31,0.6649977758958502,57.23752293059531,1,1
growth,monthly,healthcare,latam,483.61,70,42,3,23,0.49829491384523017,21.415289922596223,1,1
growth,annual,fintech,north_america,635.59,75,3,2,28,0.5188324579998808,41.912075923585505,4,1
starter,monthly,fintech,latam,1206.55,397,49,4,15,0.6067240399295156,2.158169564388203,2,0
starter,monthly,logistics,north_america,2053.71,363,33,4,9,0.5457362559752533,-8.438396113735202,1,1
starter,annual,fintech,north_america,708.67,160,8,1,30,0.3050615932227592,13.628703343969004,1,1
growth,monthly,fintech,latam,2013.14,326,72,4,2,0.38043902539485763,20.47168582827078,0,0
growth,monthly,logistics,north_america,557.71,94,53,2,21,0.3847982646052851,41.15276401378869,1,1
starter,monthly,edtech,europe,1483.61,288,52,3,12,0.4890427341617239,1.6611536881795619,1,0
starter,monthly,retail,europe,392.76,93,53,3,15,0.6362169769718958,64.16705868386538,1,1
enterprise,monthly,edtech,latam,2194.65,289,82,7,19,0.6288033127837948,4.825656045813606,3,0
starter,annual,logistics,north_america,875.08,162,58,1,20,0.8335872601721412,25.884861787405466,1,1
starter,monthly,fintech,north_america,985.54,386,60,2,9,0.3667352640556072,28.27912492366605,2,0
growth,monthly,healthcare,europe,1158.05,376,63,0,5,0.6751548070753962,35.182046599154305,0,0
starter,monthly,logistics,north_america,358.44,152,61,2,21,0.4784107714710774,38.818889112764204,0,0
starter,annual,edtech,europe,175.85,21,59,2,12,0.9755934702784465,82.28998554475815,1,1
growth,monthly,logistics,europe,980.21,147,7,1,1,0.6009372702906178,13.53676408147357,1,0
starter,annual,healthcare,north_america,771.55,129,34,6,38,0.5189117801486034,35.505706842655485,3,1
growth,monthly,logistics,latam,1231.74,193,23,4,21,0.6693742620070418,25.99480401415083,2,0
growth,monthly,healthcare,latam,1378.25,259,74,6,4,0.6554714944163382,51.58998803719625,1,0
growth,monthly,edtech,latam,1921.41,445,49,0,15,0.5516099125644753,38.772964347303116,1,0
starter,monthly,logistics,north_america,202.13,31,43,2,5,0.7269081623511567,33.274301660505955,4,1
growth,monthly,fintech,latam,1164.41,251,44,6,43,0.891868571795453,-7.851605965532343,1,1
starter,annual,healthcare,north_america,472.14,79,57,3,21,0.7852709039320545,17.124974685575612,0,0
growth,annual,retail,europe,1071.68,247,64,1,39,0.5931986958288734,4.562113969383783,3,0
starter,annual,logistics,latam,890.39,287,17,1,15,0.9397994295080938,17.26768146718922,0,0
growth,monthly,fintech,latam,2194.74,364,83,3,42,0.7067792838654426,8.17858783440363,1,1
starter,monthly,logistics,europe,1360.49,253,64,5,42,0.4224102753545853,15.56361284603579,1,1
starter,annual,healthcare,latam,463.6,82,18,3,29,0.6298839654388714,18.136172055084728,1,0
growth,monthly,retail,latam,2041.69,411,51,6,18,0.5809843039615076,18.55498015422826,0,1
starter,annual,healthcare,north_america,642.81,184,36,1,43,0.5225490582050979,20.938090737637346,2,1
starter,annual,logistics,latam,1089.65,217,32,2,25,0.67658677221944,5.726817995176657,2,1
growth,monthly,fintech,north_america,1690.51,289,72,2,8,0.2817780321697126,28.88873059345713,2,0
growth,annual,retail,europe,775.0,121,24,1,3,0.9085618580309798,6.354749822894435,0,0
starter,annual,fintech,north_america,1453.95,444,70,1,23,0.730148768187066,13.627492094205063,0,0
enterprise,monthly,logistics,north_america,1243.43,22,53,4,11,0.28854914901587286,26.795479721275974,1,0
growth,annual,edtech,europe,623.72,72,68,1,33,0.7280151348686117,-33.95801736964059,3,1
enterprise,monthly,healthcare,north_america,2794.62,445,62,6,24,0.6997881554667125,87.79734327899862,0,0
growth,monthly,healthcare,europe,1179.01,205,52,3,21,0.8837537912454052,40.594309595438126,0,0
growth,monthly,retail,north_america,973.6,402,16,1,12,0.9303274692514307,35.67599402014862,1,0
growth,monthly,retail,north_america,1976.27,407,83,3,9,0.960656084413172,15.475840751926391,1,0
growth,monthly,edtech,latam,2480.44,445,54,1,9,0.5699979016935235,30.255319818134392,1,0
enterprise,annual,retail,latam,2460.79,327,30,1,29,0.7173468224920397,-1.0371652862684808,1,1
starter,monthly,retail,europe,1117.75,308,22,3,35,0.5335313421748383,39.76546342865025,7,1
starter,monthly,edtech,north_america,1617.76,277,10,2,43,0.7961172335761407,-12.410914596680003,1,0
starter,annual,retail,north_america,1317.34,308,27,5,30,0.2309394089082887,-2.453328984224065,2,0
enterprise,monthly,fintech,north_america,1748.95,117,12,4,23,0.3904275859879918,10.961661659888936,1,1
starter,annual,fintech,north_america,975.51,367,74,4,31,0.541902965623702,64.23769780116584,3,0
growth,monthly,healthcare,latam,544.73,86,37,3,11,0.6091617659078644,1.5551400080148952,0,0
growth,annual,retail,north_america,1476.16,217,52,3,39,0.6494254775387976,36.008365961932725,2,0
enterprise,annual,fintech,latam,2085.61,170,67,2,1,0.8493836414411012,-21.507166663201296,1,0
starter,monthly,retail,europe,789.53,343,80,5,40,0.5029865315699537,28.595411329702635,0,1
growth,monthly,healthcare,north_america,975.47,117,38,1,4,0.38741290570524345,69.64423206503537,1,0
enterprise,monthly,edtech,latam,1619.55,95,5,5,42,0.5502418133509205,40.00606860951105,2,1
starter,annual,fintech,north_america,1080.46,364,51,4,34,0.5109095820092497,-21.754112272782432,0,1
growth,annual,retail,europe,870.78,220,79,3,18,0.7195778355784451,29.044220570873208,1,0
starter,monthly,fintech,north_america,1433.41,325,30,2,21,0.8945002862551114,16.863612387286913,1,0
growth,monthly,healthcare,latam,1095.45,395,9,2,13,0.8783013241971206,57.43303483152688,0,0
growth,annual,fintech,north_america,1981.77,376,60,2,9,0.8160996817680977,25.59588905675867,0,0
starter,monthly,retail,north_america,965.75,181,52,4,14,0.5174805413725627,-6.563028293999311,0,1
starter,annual,edtech,north_america,378.34,79,13,5,38,0.5908864773407172,24.727918476937663,0,0
starter,annual,fintech,north_america,2173.61,432,1,3,11,0.6964299829609457,11.291517912434331,3,0
starter,monthly,edtech,europe,690.97,141,44,5,19,0.48128759419727496,-23.845123883411453,0,0
growth,monthly,retail,north_america,1668.74,346,13,4,30,0.49805592674689925,23.81809842543028,1,1
starter,monthly,retail,europe,1208.55,346,16,5,35,0.6874050701201584,28.106978975610758,3,1
starter,monthly,retail,latam,920.91,200,26,2,13,0.3744022591047684,37.15188893419061,0,0
growth,annual,healthcare,north_america,759.2,76,39,3,36,0.816668836170463,52.42018546805546,0,0
growth,annual,edtech,north_america,770.85,214,68,4,7,0.5477257761058572,21.262053570028538,1,0
growth,annual,edtech,north_america,496.89,68,36,3,32,0.7172996613354188,-8.030505057316512,1,0
enterprise,monthly,edtech,europe,1864.33,160,70,4,4,0.6572266199941762,7.9194961608939956,0,0
starter,monthly,healthcare,north_america,1045.26,174,51,4,43,0.8457541555838367,27.55320271724124,4,1
growth,annual,edtech,europe,1167.61,234,33,3,4,0.23692727233095123,57.165319440687234,2,0
